location_name,cause_name,year,asmr,asmr_low,asmr_upp,deaths,deaths_low,deaths_upp
Nigeria,Other hemoglobinopathies and hemolytic anemias,1990,2.11,0.30,4.11,866.5,128.7,1665.5
Nigeria,Other intestinal infectious diseases,1990,0.20,0.14,0.29,309.4,210.9,443.0
Nigeria,Other leukemia,1990,0.13,0.05,0.21,69.4,25.3,111.6
Nigeria,Other malignant neoplasms,1990,1.47,1.15,1.88,881.8,668.2,1141.6
Nigeria,Other musculoskeletal disorders,1990,0.61,0.39,0.85,302.5,189.3,430.0
Nigeria,Other neglected tropical diseases,1990,2.45,1.82,4.03,2679.1,1897.7,4190.6
Nigeria,Other neonatal disorders,1990,6.30,4.23,8.30,12168.9,8163.7,16066.7
Nigeria,Other neurological disorders,1990,0.52,0.36,0.68,441.3,313.0,587.3
Nigeria,Other non-Hodgkin lymphoma,1990,2.39,1.77,3.01,1343.3,970.6,1746.9
Nigeria,Other non-rheumatic valve diseases,1990,0.02,0.01,0.02,6.6,2.8,10.3
Nigeria,Other nutritional deficiencies,1990,0.20,0.13,0.30,152.9,99.9,265.2
Nigeria,Other pharynx cancer,1990,0.18,0.12,0.26,88.8,59.9,126.7
Nigeria,Other pneumoconiosis,1990,0.15,0.06,0.25,55.3,21.0,97.5
Nigeria,Other road injuries,1990,0.18,0.12,0.25,146.8,96.3,247.4
Nigeria,Other sexually transmitted infections,1990,0.05,0.02,0.10,23.3,8.6,49.6
Nigeria,Other skin and subcutaneous diseases,1990,0.01,0.00,0.01,8.7,4.3,17.2
Nigeria,Other transport injuries,1990,0.71,0.54,1.01,534.4,406.3,748.8
Nigeria,Other unintentional injuries (internal),1990,2.40,1.66,4.04,1945.6,1320.6,3071.9
Nigeria,Other unspecified infectious diseases,1990,2.48,1.40,3.19,2517.0,1392.4,3336.6
Nigeria,Other urinary diseases,1990,2.93,2.21,4.07,1134.9,857.3,1560.6
Nigeria,Otitis media,1990,0.00,0.00,0.00,0.3,0.1,0.8
Nigeria,Ovarian cancer,1990,0.90,0.54,1.24,394.0,238.1,551.2
Nigeria,Pancreatic cancer,1990,0.67,0.47,0.84,273.2,187.3,347.7
Nigeria,Pancreatitis,1990,2.88,1.93,4.21,1430.3,930.8,2137.5
Nigeria,Paralytic ileus and intestinal obstruction,1990,7.13,5.02,9.33,3496.2,2502.7,4745.2
Nigeria,Paratyphoid fever,1990,0.55,0.21,1.14,692.5,258.3,1454.1
Nigeria,Parkinson's disease,1990,4.92,4.20,5.69,1500.7,1273.9,1744.1
Nigeria,Pedestrian road injuries,1990,8.73,6.16,10.80,5907.4,4092.8,7627.6
Nigeria,Peptic ulcer disease,1990,7.75,5.81,10.30,3325.9,2507.4,4333.4
Nigeria,Pertussis,1990,9.26,0.94,27.70,14699.1,1498.0,44181.0
Nigeria,Physical violence by firearm,1990,2.47,1.77,3.23,1872.1,1331.9,2437.7
Nigeria,Physical violence by other means,1990,7.35,5.78,9.17,5430.0,4374.6,6642.6
Nigeria,Physical violence by sharp object,1990,2.49,1.85,3.24,1660.9,1247.7,2148.2
Nigeria,Poisoning by carbon monoxide,1990,0.14,0.06,0.23,69.8,29.4,121.0
Nigeria,Poisoning by other means,1990,1.85,1.37,2.45,1436.2,945.2,2261.1
Nigeria,Police conflict and executions,1990,0.00,0.00,0.00,0.1,0.0,0.1
Nigeria,Prostate cancer,1990,17.67,8.33,25.29,6213.4,2850.2,8986.9
Nigeria,Protein-energy malnutrition,1990,7.59,5.83,10.86,10239.9,7551.5,15613.3
Nigeria,Pulmonary Arterial Hypertension,1990,0.25,0.09,0.52,161.4,92.1,309.5
Nigeria,Pulmonary aspiration and foreign body in airway,1990,1.08,0.71,1.45,1278.9,779.2,1780.5
Nigeria,Pyoderma,1990,0.03,0.02,0.04,38.3,27.5,47.4
Nigeria,Rabies,1990,0.70,0.36,1.17,674.6,363.2,1051.1
Nigeria,Retinoblastoma,1990,0.10,0.04,0.16,147.4,65.4,232.1
Nigeria,Rheumatic heart disease,1990,7.49,4.92,11.44,3934.7,2591.2,5798.1
Nigeria,Rheumatoid arthritis,1990,0.01,0.00,0.01,2.7,1.4,4.6
Nigeria,Schistosomiasis,1990,4.26,3.46,5.10,2165.7,1763.5,2596.6
Nigeria,Self-harm by firearm,1990,0.53,0.28,0.98,266.0,130.6,527.3
Nigeria,Self-harm by other specified means,1990,9.85,6.47,12.82,5141.4,3428.7,6719.2
Nigeria,Sickle cell disorders,1990,4.63,0.85,7.76,5623.3,1010.9,9606.3
Nigeria,Silicosis,1990,0.23,0.09,0.38,88.0,33.6,149.6
Nigeria,Soft tissue and other extraosseous sarcomas,1990,0.88,0.60,1.52,638.9,432.2,1106.8
Nigeria,Stomach cancer,1990,3.66,2.83,5.49,1551.9,1194.1,2300.1
Nigeria,Subarachnoid hemorrhage,1990,3.03,1.34,7.18,1423.7,635.5,3318.1
Nigeria,Sudden infant death syndrome,1990,1.51,0.70,2.75,2850.2,1326.0,5153.7
Nigeria,Syphilis,1990,2.15,0.85,4.33,3782.8,1423.1,7892.8
Nigeria,Testicular cancer,1990,0.01,0.01,0.01,5.9,4.0,8.1
Nigeria,Tetanus,1990,5.28,2.53,10.53,7680.9,3465.5,16905.1
Nigeria,Thalassemias,1990,0.23,0.05,0.48,363.5,72.2,754.9
Nigeria,Thyroid cancer,1990,0.02,0.02,0.05,11.1,7.2,20.7
Nigeria,Thyroid diseases,1990,0.16,0.08,0.32,107.5,50.7,256.1
Nigeria,"Tracheal, bronchus, and lung cancer",1990,1.35,0.94,1.80,580.6,399.1,778.3
Nigeria,Typhoid fever,1990,3.98,1.81,7.31,4700.9,2036.9,8844.0
Nigeria,Ulcerative colitis,1990,0.59,0.26,0.93,312.5,155.8,478.9
Nigeria,Unintentional firearm injuries,1990,0.55,0.21,1.12,375.9,149.8,789.9
Nigeria,Upper respiratory infections,1990,1.68,0.19,4.80,1739.0,181.8,5250.1
Nigeria,Urinary tract infections and interstitial nephritis,1990,1.68,1.26,2.15,942.9,711.7,1162.7
Nigeria,Urogenital congenital anomalies,1990,0.11,0.05,0.33,187.9,71.7,593.2
Nigeria,Urolithiasis,1990,0.18,0.08,0.39,86.4,42.3,192.4
Nigeria,Uterine cancer,1990,0.51,0.34,0.81,206.1,138.2,322.0
Nigeria,Uterine fibroids,1990,0.04,0.01,0.06,20.8,7.7,36.1
Nigeria,Varicella and herpes zoster,1990,1.03,0.89,1.17,596.3,498.4,711.8
Nigeria,Vascular intestinal disorders,1990,0.73,0.53,1.00,351.2,251.6,481.3
Nigeria,Venomous animal contact,1990,1.42,1.06,1.88,1017.4,735.0,1353.0
Nigeria,Visceral leishmaniasis,1990,0.01,0.00,0.01,9.4,4.9,15.4
Nigeria,Yellow fever,1990,6.28,2.43,13.63,5676.6,2221.4,12104.2
Nigeria,Zika virus,1990,0.00,0.00,0.00,0.0,0.0,0.0
Brazil,Acute glomerulonephritis,2010,0.03,0.03,0.03,52.8,47.4,58.4
Brazil,Acute hepatitis A,2010,0.04,0.03,0.04,68.5,62.5,74.9
Brazil,Acute hepatitis B,2010,0.07,0.06,0.08,133.9,121.5,142.9
Brazil,Acute hepatitis C,2010,0.01,0.01,0.01,25.2,23.4,27.2
Brazil,Acute hepatitis E,2010,0.01,0.00,0.01,8.8,7.5,9.9
Brazil,Acute lymphoid leukemia,2010,0.97,0.91,1.04,1814.1,1706.6,1929.2
Brazil,Acute myeloid leukemia,2010,1.96,1.86,2.03,3551.4,3395.1,3674.7
Brazil,Adverse effects of medical treatment,2010,1.27,1.18,1.33,2176.4,2041.7,2268.9
Brazil,African trypanosomiasis,2010,0.00,0.00,0.00,0.0,0.0,0.0
Brazil,Alcohol use disorders,2010,4.23,4.12,4.33,8474.0,8278.2,8676.5
Brazil,Alcoholic cardiomyopathy,2010,0.72,0.69,0.75,1400.0,1339.6,1459.9
Brazil,Alzheimer's disease and other dementias,2010,27.69,6.93,70.88,41834.1,10540.9,108128.5
Brazil,Amphetamine use disorders,2010,0.01,0.00,0.01,11.1,10.5,11.7
Brazil,Anorexia nervosa,2010,0.00,0.00,0.00,7.3,6.2,8.1
Brazil,Aortic aneurysm,2010,4.38,4.06,4.56,7432.6,6938.0,7710.4
Brazil,Appendicitis,2010,0.70,0.66,0.73,1275.2,1212.2,1333.0
Brazil,Asbestosis,2010,0.02,0.02,0.02,36.2,32.6,39.5
Brazil,Ascariasis,2010,0.03,0.02,0.04,48.0,32.5,60.7
Brazil,Asthma,2010,1.66,1.53,1.74,2835.5,2633.4,2962.4
Brazil,Atrial fibrillation and flutter,2010,5.00,4.20,5.43,7493.0,6333.1,8119.6
Brazil,Bladder cancer,2010,2.52,2.30,2.64,4115.8,3784.4,4314.5
Brazil,Brain and central nervous system cancer,2010,5.09,4.88,5.24,9351.7,9018.4,9622.7
Brazil,Breast cancer,2010,9.22,8.63,9.64,16758.3,15833.2,17467.1
Brazil,Burkitt lymphoma,2010,0.13,0.08,0.19,249.8,143.2,359.8
Brazil,COVID-19,2010,0.00,0.00,0.00,0.0,0.0,0.0
Brazil,Cellulitis,2010,0.40,0.37,0.43,685.4,633.6,723.1
Brazil,Cervical cancer,2010,4.97,4.65,5.17,9165.0,8651.1,9518.2
Brazil,Chagas disease,2010,3.60,3.18,3.93,6231.9,5533.3,6768.3
Brazil,Chlamydial infection,2010,0.02,0.02,0.02,31.5,29.5,33.6
Brazil,Chronic hepatitis B including cirrhosis,2010,3.70,3.31,4.11,7117.9,6383.4,7901.5
Brazil,Chronic hepatitis C including cirrhosis,2010,4.61,4.17,5.04,8768.0,7956.7,9612.5
Brazil,Chronic kidney disease due to diabetes mellitus type 1,2010,1.21,0.90,1.58,2341.8,1728.1,3069.1
Brazil,Chronic kidney disease due to diabetes mellitus type 2,2010,7.30,6.11,8.56,11861.2,9986.6,13836.4
Brazil,Chronic kidney disease due to glomerulonephritis,2010,2.89,2.35,3.49,5206.2,4276.5,6242.4
Brazil,Chronic kidney disease due to hypertension,2010,6.48,5.29,7.69,10577.1,8675.7,12538.8
Brazil,Chronic kidney disease due to other and unspecified causes,2010,1.41,1.10,1.76,2385.6,1881.9,2981.3
Brazil,Chronic lymphoid leukemia,2010,0.55,0.50,0.59,895.1,810.5,958.0
Brazil,Chronic myeloid leukemia,2010,0.47,0.43,0.49,820.0,768.4,866.7
Brazil,Chronic obstructive pulmonary disease,2010,32.47,29.14,34.15,52105.9,47159.4,54645.7
Brazil,Cirrhosis due to alcohol,2010,6.02,5.54,6.54,11367.5,10470.0,12342.1
Brazil,Cirrhosis due to other causes,2010,0.89,0.71,1.10,1630.8,1303.0,1996.5
Brazil,Coal workers pneumoconiosis,2010,0.02,0.02,0.02,38.2,34.7,41.8
Brazil,Cocaine use disorders,2010,0.22,0.21,0.23,467.0,444.4,490.0
Brazil,Colon and rectum cancer,2010,11.43,10.55,12.07,19635.2,18246.0,20700.9
Brazil,Conflict and terrorism,2010,0.00,0.00,0.00,0.0,0.0,0.0
Brazil,Congenital heart anomalies,2010,5.06,4.24,6.08,8394.7,7048.9,10051.7
Brazil,Congenital musculoskeletal and limb anomalies,2010,0.16,0.13,0.20,272.3,228.8,328.3
Brazil,Crohn's disease,2010,0.13,0.12,0.13,242.8,232.7,251.5
Brazil,Cyclist road injuries,2010,0.98,0.94,1.02,1958.0,1877.2,2040.8
Brazil,Cystic echinococcosis,2010,0.01,0.00,0.01,9.6,5.8,14.3
Brazil,Cysticercosis,2010,0.07,0.05,0.10,140.4,91.7,191.4
Brazil,Decubitus ulcer,2010,0.80,0.70,0.86,1274.2,1121.2,1364.6
Brazil,Dengue,2010,0.29,0.23,0.35,538.4,421.6,640.4
Brazil,Diabetes mellitus type 1,2010,0.60,0.58,0.62,1174.0,1140.4,1206.0
Brazil,Diabetes mellitus type 2,2010,31.25,28.65,32.78,51681.5,47648.8,54045.9
Brazil,Diarrheal diseases,2010,4.58,4.11,5.01,7405.0,6698.6,8079.6
Brazil,Digestive congenital anomalies,2010,1.29,1.06,1.54,2111.2,1732.6,2511.0
Brazil,Diphtheria,2010,0.00,0.00,0.00,1.1,0.9,1.4
Brazil,Down syndrome,2010,0.52,0.44,0.66,902.3,770.7,1141.5
Brazil,Drowning,2010,3.60,3.41,3.81,7113.2,6782.7,7462.8
Brazil,Drug-susceptible tuberculosis,2010,3.08,2.88,3.23,5774.0,5427.5,6058.0
Brazil,Ebola,2010,0.00,0.00,0.00,0.0,0.0,0.0
Brazil,Ectopic pregnancy,2010,0.02,0.02,0.02,42.7,35.3,50.6
Brazil,Electrocution,2010,0.74,0.71,0.77,1523.1,1469.3,1575.9
Brazil,Encephalitis,2010,0.25,0.23,0.28,447.8,415.1,483.1
Brazil,Endocarditis,2010,1.18,1.12,1.23,2127.6,2033.4,2205.2
Brazil,Endometriosis,2010,0.00,0.00,0.00,6.1,3.0,8.0
Brazil,Environmental heat and cold exposure,2010,0.05,0.05,0.05,88.4,85.2,91.5
Brazil,Esophageal cancer,2010,6.03,5.73,6.23,10670.2,10180.1,10986.6
Brazil,Exposure to forces of nature,2010,0.41,0.37,0.45,728.5,661.4,801.5
Brazil,Extensively drug-resistant tuberculosis,2010,0.02,0.01,0.03,30.2,10.6,64.4
Brazil,Falls,2010,8.51,7.70,8.97,14326.8,13095.6,15034.5
Brazil,"Fire, heat, and hot substances",2010,0.76,0.72,0.79,1389.8,1328.3,1449.5
Brazil,Foreign body in other body part,2010,0.03,0.03,0.04,62.4,58.9,65.6
Brazil,G6PD deficiency,2010,0.00,0.00,0.00,1.8,1.6,2.1
Brazil,Gallbladder and biliary diseases,2010,3.27,2.96,3.43,5416.2,4952.0,5676.9
Brazil,Gallbladder and biliary tract cancer,2010,2.45,2.27,2.56,4164.0,3872.3,4331.6
Brazil,Gastritis and duodenitis,2010,0.39,0.36,0.42,668.2,616.0,708.0
Brazil,Genital prolapse,2010,0.01,0.01,0.02,22.6,19.5,25.0
Brazil,Gonococcal infection,2010,0.01,0.01,0.01,11.5,10.6,12.4
Brazil,HIV/AIDS - Drug-susceptible Tuberculosis,2010,1.39,0.88,2.08,2907.7,1846.6,4355.4
Brazil,HIV/AIDS - Extensively drug-resistant Tuberculosis,2010,0.01,0.00,0.02,18.2,5.9,43.7
Brazil,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,2010,0.08,0.03,0.17,165.5,56.8,359.3
Brazil,HIV/AIDS resulting in other diseases,2010,5.97,5.25,6.50,12508.3,11003.4,13627.8
Brazil,Hemolytic disease and other neonatal jaundice,2010,0.21,0.17,0.24,333.5,283.5,392.1
Brazil,Hepatoblastoma,2010,0.02,0.02,0.03,37.8,31.7,45.0
Brazil,Hodgkin lymphoma,2010,0.33,0.31,0.35,638.7,605.7,672.7
Brazil,Hypertensive heart disease,2010,17.11,15.20,18.12,27519.6,24709.9,29043.1
Brazil,Idiopathic epilepsy,2010,1.30,1.25,1.35,2522.2,2435.6,2613.7
Brazil,Indirect maternal deaths,2010,0.21,0.18,0.24,457.2,401.8,523.3
Brazil,"Inguinal, femoral, and abdominal hernia",2010,1.13,1.03,1.19,1847.0,1697.5,1949.1
Brazil,Interstitial lung disease and pulmonary sarcoidosis,2010,1.81,1.65,1.90,2999.6,2762.7,3150.3
Brazil,Intracerebral hemorrhage,2010,24.42,22.98,25.31,42868.0,40625.3,44369.4
Brazil,Invasive Non-typhoidal Salmonella (iNTS),2010,0.03,0.02,0.04,46.5,27.1,72.4
Brazil,Ischemic heart disease,2010,79.88,73.90,83.21,134447.5,125186.0,139600.6
Brazil,Ischemic stroke,2010,42.02,37.23,44.66,65362.8,58186.6,69338.4
Brazil,Kidney cancer,2010,1.89,1.78,1.97,3292.6,3118.4,3443.2
Brazil,Larynx cancer,2010,2.50,2.36,2.61,4472.6,4242.4,4667.2
Brazil,Late maternal deaths,2010,0.10,0.07,0.13,209.3,150.8,285.0
Brazil,Lip and oral cavity cancer,2010,2.48,2.32,2.61,4421.4,4163.1,4640.9
Brazil,Liver cancer due to NASH,2010,0.15,0.12,0.17,253.3,217.5,295.7
Brazil,Liver cancer due to alcohol use,2010,0.62,0.54,0.70,1096.3,961.2,1244.3
Brazil,Liver cancer due to hepatitis B,2010,0.34,0.29,0.40,633.0,538.4,738.6
Brazil,Liver cancer due to hepatitis C,2010,0.70,0.62,0.79,1192.0,1050.1,1338.4
Brazil,Liver cancer due to other causes,2010,0.09,0.08,0.10,164.6,143.5,189.6
Brazil,Lower extremity peripheral arterial disease,2010,1.27,1.13,1.36,2025.1,1808.6,2164.0
Brazil,Lower respiratory infections,2010,39.53,35.79,41.91,64439.6,58936.9,68097.9
Brazil,Malaria,2010,0.17,0.05,0.39,325.5,105.9,754.3
Brazil,Malignant neoplasm of bone and articular cartilage,2010,1.08,1.03,1.12,1975.9,1888.6,2052.9
Brazil,Malignant skin melanoma,2010,1.07,1.00,1.12,1918.1,1811.3,1995.3
Brazil,Maternal abortion and miscarriage,2010,0.05,0.04,0.06,100.5,79.3,124.9
Brazil,Maternal deaths aggravated by HIV/AIDS,2010,0.00,0.00,0.00,2.4,1.1,4.5
Brazil,Maternal hemorrhage,2010,0.13,0.11,0.16,288.1,238.7,344.1
Brazil,Maternal hypertensive disorders,2010,0.20,0.18,0.22,437.2,389.7,493.8
Brazil,Maternal obstructed labor and uterine rupture,2010,0.02,0.01,0.02,35.9,28.2,44.5
Brazil,Maternal sepsis and other maternal infections,2010,0.07,0.06,0.09,160.9,136.0,192.0
Brazil,Measles,2010,0.00,0.00,0.00,0.0,0.0,0.0
Brazil,Meningitis,2010,1.61,1.47,1.76,2879.7,2654.1,3133.3
Brazil,Mesothelioma,2010,0.39,0.37,0.41,711.7,674.0,743.5
Brazil,Motor neuron disease,2010,0.53,0.51,0.55,962.5,920.0,989.3
Brazil,Motor vehicle road injuries,2010,7.30,7.12,7.49,15051.9,14701.1,15407.4
Brazil,Motorcyclist road injuries,2010,7.11,6.97,7.26,15329.7,15033.0,15647.4
Brazil,Multidrug-resistant tuberculosis without extensive drug resistance,2010,0.15,0.06,0.29,273.9,105.4,542.8
Brazil,Multiple myeloma,2010,1.65,1.55,1.72,2851.1,2679.8,2956.9
Brazil,Multiple sclerosis,2010,0.17,0.16,0.18,315.3,298.2,329.9
Brazil,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",2010,0.58,0.53,0.62,963.7,888.5,1016.1
Brazil,Myocarditis,2010,0.26,0.23,0.28,439.3,402.5,470.1
Brazil,Nasopharynx cancer,2010,0.25,0.24,0.27,485.7,456.0,517.5
Brazil,Neonatal encephalopathy due to birth asphyxia and trauma,2010,4.81,4.06,5.61,7802.0,6591.2,9106.8
Brazil,Neonatal preterm birth,2010,9.32,7.84,10.93,15141.6,12725.6,17743.4
Brazil,Neonatal sepsis and other neonatal infections,2010,4.53,3.83,5.34,7372.8,6223.8,8678.3
Brazil,Neural tube defects,2010,0.86,0.70,1.09,1413.2,1154.4,1778.9
Brazil,Neuroblastoma and other peripheral nervous cell tumors,2010,0.13,0.11,0.14,221.6,199.8,246.6
Brazil,Non-melanoma skin cancer (squamous-cell carcinoma),2010,1.18,1.06,1.25,1943.8,1759.9,2053.5
Brazil,Non-rheumatic calcific aortic valve disease,2010,1.56,1.42,1.64,2579.4,2363.2,2705.5
Brazil,Non-rheumatic degenerative mitral valve disease,2010,0.70,0.65,0.73,1212.5,1132.0,1259.9
Brazil,Non-venomous animal contact,2010,0.09,0.08,0.09,155.4,147.7,165.5
Brazil,Nonalcoholic fatty liver disease including cirrhosis,2010,1.28,0.92,1.71,2320.3,1675.4,3144.0
Brazil,Opioid use disorders,2010,0.02,0.02,0.02,37.4,35.2,39.6
Brazil,Orofacial clefts,2010,0.03,0.02,0.03,42.6,33.6,52.6
Brazil,Other COVID-19 pandemic-related outcomes,2010,0.00,0.00,0.00,0.0,0.0,0.0
Brazil,Other benign and in situ neoplasms,2010,0.00,0.00,0.00,1.7,1.5,1.8
Brazil,Other cardiomyopathy,2010,9.47,8.68,9.97,16013.8,14801.0,16811.5
Brazil,Other cardiovascular and circulatory diseases,2010,3.70,3.38,3.89,6254.3,5782.4,6550.6
Brazil,Other chromosomal abnormalities,2010,0.49,0.40,0.64,813.1,668.7,1061.7
Brazil,Other chronic respiratory diseases,2010,0.69,0.65,0.74,1252.2,1176.7,1325.8
Brazil,Other congenital birth defects,2010,2.23,1.58,2.73,3694.5,2622.0,4516.9
Brazil,Other digestive diseases,2010,2.70,2.44,2.84,4444.1,4046.7,4658.6
Brazil,Other direct maternal disorders,2010,0.16,0.14,0.18,350.0,300.4,406.9
Brazil,Other drug use disorders,2010,0.06,0.06,0.07,134.0,127.3,141.6
Brazil,"Other endocrine, metabolic, blood, and immune disorders",2010,3.71,3.47,3.86,6460.1,6099.7,6703.4
Brazil,Other exposure to mechanical forces,2010,0.59,0.57,0.61,1179.0,1144.4,1213.5
Brazil,Other eye cancers,2010,0.10,0.09,0.11,173.6,157.6,189.4
Brazil,Other gynecological diseases,2010,0.05,0.05,0.05,99.8,94.9,104.5
Brazil,Other hemoglobinopathies and hemolytic anemias,2010,0.98,0.92,1.02,1734.5,1643.6,1803.4
Brazil,Other intestinal infectious diseases,2010,0.01,0.01,0.02,18.2,9.8,28.1
Brazil,Other leukemia,2010,0.42,0.38,0.44,720.8,671.8,757.3
Brazil,Other malignant neoplasms,2010,3.12,2.92,3.26,5494.5,5165.8,5733.2
Brazil,Other musculoskeletal disorders,2010,1.30,1.22,1.35,2414.4,2293.1,2514.8
Brazil,Other neglected tropical diseases,2010,0.26,0.23,0.28,453.1,414.4,495.0
Brazil,Other neonatal disorders,2010,3.77,3.19,4.41,6123.6,5184.2,7168.1
Brazil,Other neurological disorders,2010,0.85,0.81,0.88,1572.3,1507.9,1621.0
Brazil,Other non-Hodgkin lymphoma,2010,3.10,2.91,3.22,5512.7,5231.1,5726.6
Brazil,Other non-rheumatic valve diseases,2010,0.03,0.03,0.03,51.6,46.9,56.0
Brazil,Other nutritional deficiencies,2010,0.33,0.30,0.35,549.9,501.5,585.9
Brazil,Other pharynx cancer,2010,1.68,1.58,1.77,3068.3,2896.4,3231.3
Brazil,Other pneumoconiosis,2010,0.04,0.03,0.04,65.3,58.9,70.7
Brazil,Other road injuries,2010,0.36,0.35,0.37,720.0,694.6,746.8
Brazil,Other sexually transmitted infections,2010,0.05,0.05,0.06,97.8,91.3,104.6
Brazil,Other skin and subcutaneous diseases,2010,0.11,0.10,0.12,197.0,182.9,209.6
Brazil,Other transport injuries,2010,0.92,0.90,0.94,1890.7,1842.1,1937.9
Brazil,Other unintentional injuries (internal),2010,0.92,0.89,0.95,1803.5,1747.2,1859.8
Brazil,Other unspecified infectious diseases,2010,0.81,0.78,0.85,1514.1,1451.9,1579.3
Brazil,Other urinary diseases,2010,0.32,0.29,0.34,545.5,507.7,576.7
Brazil,Otitis media,2010,0.01,0.01,0.02,25.2,21.1,28.2
Brazil,Ovarian cancer,2010,2.20,2.05,2.29,3941.0,3702.6,4099.4
Brazil,Pancreatic cancer,2010,5.80,5.39,6.03,9912.9,9269.1,10284.4
Brazil,Pancreatitis,2010,2.81,2.66,2.91,5165.6,4933.8,5348.3
Brazil,Paralytic ileus and intestinal obstruction,2010,3.45,3.13,3.66,5655.5,5169.7,5975.7
Brazil,Paratyphoid fever,2010,0.00,0.00,0.00,1.2,0.5,2.5
Brazil,Parkinson's disease,2010,4.48,3.97,4.74,6893.5,6155.2,7289.9
Brazil,Pedestrian road injuries,2010,7.54,7.31,7.75,14599.4,14200.4,14979.8
Brazil,Peptic ulcer disease,2010,2.18,2.02,2.29,3723.9,3466.3,3887.1
Brazil,Pertussis,2010,0.03,0.02,0.04,49.3,34.5,64.2
Brazil,Physical violence by firearm,2010,19.63,19.30,19.94,42743.9,42046.4,43406.2
Brazil,Physical violence by other means,2010,3.88,3.80,3.97,7988.4,7820.8,8155.3
Brazil,Physical violence by sharp object,2010,4.50,4.40,4.60,9633.8,9423.2,9846.0
Brazil,Poisoning by carbon monoxide,2010,0.03,0.03,0.03,55.5,53.4,57.2
Brazil,Poisoning by other means,2010,0.06,0.05,0.06,109.4,104.7,114.2
Brazil,Police conflict and executions,2010,1.13,1.04,1.23,2384.5,2196.5,2583.6
Brazil,Prostate cancer,2010,11.21,10.35,11.84,17770.5,16468.8,18739.0
Brazil,Protein-energy malnutrition,2010,4.50,4.03,4.81,7264.5,6570.3,7754.8
Brazil,Pulmonary Arterial Hypertension,2010,0.51,0.47,0.54,892.2,834.9,933.4
Brazil,Pulmonary aspiration and foreign body in airway,2010,1.91,1.75,2.07,3233.7,2987.1,3488.4
Brazil,Pyoderma,2010,1.61,1.46,1.70,2686.0,2461.5,2821.1
Brazil,Rabies,2010,0.00,0.00,0.00,1.7,1.5,1.9
Brazil,Retinoblastoma,2010,0.02,0.02,0.03,37.8,29.6,47.9
Brazil,Rheumatic heart disease,2010,1.56,1.48,1.63,2873.8,2745.9,2988.2
Brazil,Rheumatoid arthritis,2010,0.28,0.26,0.30,492.0,458.0,518.6
Brazil,Schistosomiasis,2010,0.33,0.30,0.36,602.0,553.2,648.3
Brazil,Self-harm by firearm,2010,0.61,0.60,0.63,1265.9,1233.5,1300.6
Brazil,Self-harm by other specified means,2010,5.18,5.05,5.33,10712.9,10446.8,11034.4
Brazil,Sickle cell disorders,2010,0.29,0.27,0.31,564.3,532.7,599.8
Brazil,Silicosis,2010,0.13,0.12,0.14,230.5,215.9,243.2
Brazil,Soft tissue and other extraosseous sarcomas,2010,0.69,0.65,0.73,1275.7,1208.5,1337.7
Brazil,Stomach cancer,2010,12.33,11.53,12.87,21208.6,19987.3,22103.0
Brazil,Subarachnoid hemorrhage,2010,6.59,6.28,6.81,12227.1,11705.8,12602.0
Brazil,Sudden infant death syndrome,2010,0.14,0.10,0.17,222.1,162.9,280.9
Brazil,Syphilis,2010,0.11,0.09,0.12,181.4,147.9,208.6
Brazil,Testicular cancer,2010,0.19,0.18,0.20,386.0,366.9,406.5
Brazil,Tetanus,2010,0.07,0.06,0.08,125.8,109.3,143.2
Brazil,Thalassemias,2010,0.01,0.01,0.01,16.8,14.1,18.6
Brazil,Thyroid cancer,2010,0.55,0.51,0.58,947.5,878.6,1002.7
Brazil,Thyroid diseases,2010,0.95,0.88,0.99,1680.1,1573.8,1754.3
Brazil,"Tracheal, bronchus, and lung cancer",2010,16.45,15.50,17.11,28433.0,26901.6,29521.7
Brazil,Typhoid fever,2010,0.01,0.00,0.01,12.8,6.5,23.2
Brazil,Ulcerative colitis,2010,0.33,0.30,0.35,569.8,527.1,594.7
Brazil,Unintentional firearm injuries,2010,0.32,0.31,0.34,675.5,650.6,702.6
Brazil,Upper respiratory infections,2010,0.06,0.06,0.07,105.4,96.4,115.7
Brazil,Urinary tract infections and interstitial nephritis,2010,7.38,6.54,7.87,11833.2,10588.5,12567.6
Brazil,Urogenital congenital anomalies,2010,0.29,0.20,0.36,477.6,320.5,585.3
Brazil,Urolithiasis,2010,0.22,0.20,0.23,382.9,356.6,406.8
Brazil,Uterine cancer,2010,1.28,1.18,1.36,2186.3,2015.6,2315.0
Brazil,Uterine fibroids,2010,0.03,0.03,0.03,53.4,50.2,57.1
Brazil,Varicella and herpes zoster,2010,0.22,0.20,0.25,371.9,328.8,419.2
Brazil,Vascular intestinal disorders,2010,2.12,1.93,2.24,3516.4,3225.9,3692.9
Brazil,Venomous animal contact,2010,0.18,0.17,0.19,325.1,309.2,341.7
Brazil,Visceral leishmaniasis,2010,0.64,0.00,2.32,1180.8,0.4,4335.6
Brazil,Yellow fever,2010,0.00,0.00,0.01,7.5,2.9,16.4
Brazil,Zika virus,2010,0.00,0.00,0.00,0.0,0.0,0.0
Afghanistan,Acute glomerulonephritis,2010,0.24,0.11,0.39,28.6,14.3,42.5
